State,Name,Subname,Stats Cat 55% 100%,Leader Skill,Passive Skill,Active Skill,Super Attack (12 Ki) Effect,Super Attack (18 Ki) Effect,Links,Categories,Transformation Condition,Release Date
Base,Super Saiyan 3 Gotenks (Xeno),Power to Overcome Crisis,"HP 13,056 15,656 | ATK 14,388 17,388 | DEF 9,118 12,518","(Extreme) Super AGL Type Ki +3 and HP, ATK & DEF +130%","(Extreme) Elusive Super Warrior ATK & DEF +150% Plus an additional ATK +150% when performing a Super Attack Plus an additional ATK & DEF +30% with each Super Attack performed (up to 150%) Launches 2 additional Super Attacks when there is another ""Crossover"" Category ally attacking in the same turn, when the target enemy is stunned or when the target enemy's Super Attack is sealed Performs a critical hit when there is another ""Super Saiyan 3"" Category ally attacking in the same turn",,"Greatly raises ATK & DEF for 1 turn, causes supreme damage to enemy and lowers ATK & DEF",,"Super Saiyan, Over in a Flash, The Innocents, Shocking Speed, Fused Fighter, Kamehameha, Shattering the Limit","Hybrid Saiyans, Super Saiyan 3, Power Beyond Super Saiyan, Fusion, Fused Fighters, Kamehameha, Time Limit, Earth-Bred Fighters, Time Travelers, Defenders of Justice, Crossover, Dragon Ball Heroes",[],
Base,Super Saiyan Vegeks (Xeno),Morale-Lifting Father-Son Fusion,"HP 12,637 15,637 | ATK 14,778 18,178 | DEF 8,839 11,439","(Extreme) STR Type Ki +3 and HP, ATK & DEF +100%","(Extreme) Father and Son's Morale ATK & DEF +150% Plus an additional ATK & DEF +150% when performing a Super Attack Plus an additional ATK +30% (up to 150%) and chance of performing a critical hit +20% with each Super Attack performed Ki +2 and launches an additional attack that has a high chance of becoming a Super Attack when there is another ""Crossover"" or ""Super Saiyans"" Category ally attacking in the same turn All attacks become critical hits and launches an additional Super Attack when the target enemy is in ""ATK Down"" status, in ""DEF Down"" status, stunned or the target enemy's Super Attack is sealed",,"Greatly raises DEF, raises ATK for 1 turn and causes supreme damage to enemy",,"Super Saiyan, The Saiyan Lineage, Royal Lineage, Shocking Speed, Fused Fighter, Power Bestowed by God, Shattering the Limit","Super Saiyans, Potara, Fused Fighters, Time Limit, Time Travelers, Defenders of Justice, Crossover, Dragon Ball Heroes",[],
Base,Pan (Xeno),Adventure in Another World,"HP 12,475 15,475 | ATK 14,862 17,862 | DEF 8,465 11,465","(Extreme) ""Crossover"" Category Ki +3 and HP, ATK & DEF +170%","(Extreme) Energetic Girl ATK & DEF +140% Plus an additional ATK & DEF +70% when performing a Super Attack ""Crossover"" Category allies' Ki +3 and ATK & DEF +40%, plus an additional ATK & DEF +20% for characters who also belong to the ""Dragon Ball Heroes"" Category Great chance of performing a critical hit Great chance of evading enemy's attack (including Super Attack) Plus an additional DEF +70% within the same turn with each attack evaded (including Super Attack) Plus an additional ATK & DEF +70% and all allies' chance of performing a critical hit +15% per ""Crossover"" Category ally (self excluded) attacking in the same turn",,Greatly raises ATK & DEF for 1 turn and causes supreme damage with a high chance of stunning the enemy,,"The Innocents, All in the Family, The Saiyan Lineage, Battlefield Diva, Patrol, More Than Meets the Eye, Fierce Battle","Hybrid Saiyans, Goku's Family, Youth, Bond of Parent and Child, Earth-Bred Fighters, Time Travelers, Defenders of Justice, Crossover, Dragon Ball Heroes",[],
Base,Super Saiyan God Trunks (Xeno),Divine Warrior Who Protects Space and Time,"HP 14,535 17,135 | ATK 15,191 18,591 | DEF 7,023 10,023","(Extreme) ""Dragon Ball Heroes"" Category Ki +4 and HP, ATK & DEF +180%","(Extreme) Protector of Gods Ki +1 and ATK & DEF +50% per ""Dragon Ball Heroes"" or ""Time Travelers"" Category ally on the team (depending on which Category has more members) Plus an additional ATK & DEF +100% and great chance of performing a critical hit when performing a Super Attack Plus an additional DEF +50% when performing a Super Attack and randomly changes Ki Spheres of a certain Type to Rainbow Ki Spheres if all allies attacking in the same turn are ""Dragon Ball Heroes"" or ""Time Travelers"" Category characters Launches 2 additional attacks, each of which has a high chance of becoming a Super Attack, if all allies are ""Dragon Ball Heroes"" or ""Time Travelers"" Category characters",,"Greatly raises ATK & DEF for 1 turn, causes immense damage to enemy and seals Super Attack",,"Warrior Gods, Super Saiyan, Cold Judgment, Patrol, Prepared for Battle, Godly Power, Fierce Battle","Hybrid Saiyans, Vegeta's Family, Power Beyond Super Saiyan, Realm of Gods, Power of Wishes, Miraculous Awakening, Bond of Parent and Child, Bond of Master and Disciple, Earth-Bred Fighters, Time Travelers, Legendary Existence, Defenders of Justice, Entrusted Will, Battle of Wits, Crossover, Dragon Ball Heroes",[],
Base,Dark King Mechikabura (Power of Time Unleashed),Infinite Power of Darkness,"HP 15,633 18,233 | ATK 14,698 17,698 | DEF 7,091 10,491","(Extreme) ""Crossover"" Category Ki +3 and HP, ATK & DEF +150%",(Extreme) Body that Absorbed Space and Time Ki +1 and ATK & DEF +200% Plus an additional ATK & DEF +100% when performing a Super Attack Randomly changes Ki Spheres of a certain Type (AGL excluded) to Rainbow Ki Spheres Plus an additional ATK & DEF +25% per Ki Sphere obtained Plus an additional ATK & DEF +100% with 2 or more AGL Ki Spheres obtained Plus an additional ATK +100% with 2 or more STR or PHY Ki Spheres obtained Plus an additional DEF +100% with 2 or more TEQ or INT Ki Spheres obtained Recovers 10% HP and reduces damage received by 10% per Rainbow Ki Sphere obtained Launches an additional Super Attack with 2 or more Rainbow Ki Spheres obtained,,"Greatly raises ATK, greatly raises DEF for 1 turn, causes supreme damage to enemy and lowers ATK & DEF",,"Fear and Faith, Brainiacs, Revival, Master of Magic, Godly Power, Big Bad Bosses, Shattering the Limit","Realm of Gods, Power of Wishes, Demonic Power, Resurrected Warriors, Time Travelers, Storied Figures, Terrifying Conquerors, Crossover, Dragon Ball Heroes",[],
Base,Boujack,Murderous Overlord,"HP 18,922 21,922 | ATK 15,926 19,326 | DEF 12,447 15,047","(Extreme) ""Space-Traveling Warriors"" or ""Time Travelers"" Category Ki +3 and HP, ATK & DEF +170%","(Extreme) Cosmic Ruffian ATK & DEF +150% Extreme Class allies' ATK & DEF +30% ""Space-Traveling Warriors"" or ""Inhuman Deeds"" Category allies' Ki +2 and ATK & DEF +30% when facing 1 or more enemies, plus an additional ATK & DEF +15% when facing 2 or more enemies, plus an additional ATK & DEF +15% when facing 3 or more enemies Plus an additional ATK & DEF +30% (up to 120%) when attacking per ""Space-Traveling Warriors"" or ""Inhuman Deeds"" Category ally (self excluded) on the team (depending on which Category has more members) Guards all attacks when there are 5 or more ""Space-Traveling Warriors"" or ""Inhuman Deeds"" Category allies on the team",Active Skill Transformation Condition: Can be activated when facing only 1 enemy starting from the 4th turn from the start of battle (once only) Transforms Animation: Play,Greatly raises ATK & DEF for 1 turn and causes immense damage to enemy,,"The Hera Clan, Galactic Warriors, Big Bad Bosses, Thirst for Conquest, Coward, Revival, Fierce Battle","Transformation Boost, Full Power, Movie Bosses, Tournament Participants, Resurrected Warriors, Space-Traveling Warriors, Time Travelers, Storied Figures, Legendary Existence, Terrifying Conquerors, Inhuman Deeds",Can be activated when facing only 1 enemy starting from the 4th turn from the start of battle (once only),
Transformation,Full Power Boujack,Murderous Overlord,"HP 18,922 21,922 | ATK 15,926 19,326 | DEF 12,447 15,047","(Extreme) ""Space-Traveling Warriors"" or ""Time Travelers"" Category Ki +3 and HP, ATK & DEF +170%","(Extreme) Unmatched in the Galaxy Ki +3, ATK & DEF +240% and guards all attacks Launches an additional attack that has a high chance of becoming a Super Attack Randomly changes Ki Spheres of a certain Type (STR excluded) to STR Ki Spheres Plus an additional ATK & DEF +120% when attacking ATK +60% and DEF +30% when attacking with 3 or more Ki Spheres obtained, plus an additional ATK +60% and launches another additional attack that has a high chance of becoming a Super Attack when attacking with 6 or more Ki Spheres obtained",,"Greatly raises ATK, greatly raises DEF for 1 turn and causes immense damage to enemy",,"The Hera Clan, Galactic Warriors, Big Bad Bosses, Thirst for Conquest, Coward, Revival, Fierce Battle","Transformation Boost, Full Power, Movie Bosses, Tournament Participants, Resurrected Warriors, Space-Traveling Warriors, Time Travelers, Storied Figures, Legendary Existence, Terrifying Conquerors, Inhuman Deeds",,
Base,Female Warrior in Black,Love Birthed in Battle,"HP 8,912 10,712 | ATK 9,010 10,810 | DEF 5,389 7,189","""Crossover"" Category Ki +3 and HP, ATK & DEF +50%","Power of Love That Cuts All Ties ATK & DEF +150% Plus an additional ATK & DEF +100% when performing a Super Attack All allies' Ki +2 and ATK & DEF +30% Great chance of performing a critical hit plus an additional ATK & DEF +150% when the character is the only ""Crossover"" Category character on the team Plus an additional ATK & DEF +30% with each attack performed (up to 120%) and launches 2 additional attacks, each of which has a medium chance of becoming a Super Attack, when there is another ""Crossover"" Category ally on the team ATK & DEF +86% for the character and allies whose names include ""Yamcha"" and randomly changes Ki Spheres of a certain Type (INT excluded) to INT Ki Spheres at start of character's attacking turn when there is an ""Earth-Bred Fighters"" Category ally attacking in the same turn",,Causes supreme damage to enemy and raises ATK & DEF for 3 turns,,"The Innocents, Battlefield Diva, Solid Support, Shocking Speed, Loyalty, Shattering the Limit","Peppy Gals, Tournament Participants, Time Travelers, Crossover, Dragon Ball Heroes",[],
Base,Gohan (Kid),Fair Weather and Sunny Soul,"HP 9,409 11,209 | ATK 8,413 10,213 | DEF 5,886 7,686","""Hybrid Saiyans"" Category Ki +3 and HP, ATK & DEF +50%","Cheerful Whistle Ki +2 and ATK & DEF +200% Reduces damage received by 30% and if facing 2 or more enemies, plus an additional damage reduction of 35% Plus an additional ATK +150% when performing a Super Attack Launches an additional attack that has a high chance of becoming a Super Attack All allies' ATK & DEF +20% Plus an additional DEF +200% and all allies' ATK +35% as the 1st attacker in a turn All enemies' ATK -35% for 2 turns when there is another ""Bond of Friendship"" Category ally attacking in the same turn",,"Greatly raises DEF for 1 turn, causes supreme damage to enemy and greatly lowers ATK",,"The Innocents, Saiyan Warrior Race, All in the Family, The Saiyan Lineage, Z Fighters, Shattering the Limit","Hybrid Saiyans, Goku's Family, Youth, Demonic Power, Bond of Parent and Child, Bond of Friendship, Bond of Master and Disciple, Movie Heroes, Earth-Bred Fighters",[],
Base,Angila & Medamatcha,Eerie Invaders,"HP 10,449 13,449 | ATK 10,961 13,961 | DEF 7,347 10,347","""Demonic Power"" or ""Joined Forces"" Category Ki +3 and HP, ATK & DEF +130%","Conversion of Earth Ki +2 and ATK & DEF +150% High chance of evading enemy's attack (including Super Attack) Launches an additional attack that has a high chance of becoming a Super Attack Extreme Class allies' Ki +1 and DEF +30%, plus an additional Ki +1 and ATK & DEF +30% for characters who also belong to the ""Demonic Power"" Category Plus an additional ATK & DEF +40% (up to 200%) and chance of evading enemy's attack (including Super Attack) +4% (up to 20%) with each attack performed Launches an additional attack that has a great chance of becoming a Super Attack starting from the turn in which the character performs the 3rd Super Attack in battle Launches an additional attack that has a high chance of becoming a Super Attack starting from the turn in which the character performs the 6th Super Attack in battle Launches an additional Super Attack if the target enemy is stunned or the target enemy's Super Attack is sealed, or if there is an ""Earth-Bred Fighters"" Category enemy when attacking",,"Raises DEF for 1 turn, causes supreme damage to enemy and seals Super Attack; recovers 6% HP",,"Thirst for Conquest, Demonic Ways, Nightmare, Attack of the Clones, Loyalty, Tag Team of Terror, Fierce Battle","Demonic Power, Joined Forces, Space-Traveling Warriors, Terrifying Conquerors",[],
Base,Lord Slug,Terrifying Super Namekian,"HP 14,205 17,205 | ATK 13,156 16,556 | DEF 9,078 11,678","""Demonic Power"", ""Inhuman Deeds"" or ""Movie Bosses"" Category Ki +3 and HP, ATK & DEF +170%, plus an additional HP, ATK & DEF +30% for characters who also belong to the ""Terrifying Conquerors"" or ""Space-Traveling Warriors"" Category","Slug the Super Namekian Activates the Entrance Animation (once only), ATK +200% and reduces damage received by 33% for the rest of battle and creates the Domain ""Earth Shrouded in Clouds"" for 3 turns from the character's entry turn when there are another 3 or more ""Demonic Power"" Category allies on the team upon the character's entry Ki +2, ATK & DEF +200% and reduces damage received by 33% Launches an additional attack that has a great chance of becoming a Super Attack Plus an additional ATK & DEF +50% with each attack performed (up to 200%) Foresees enemy's Super Attack within the character's attacking turn starting from the turn in which the character receives the 5th attack in battle Recovers 6% HP when HP is 66% or less at the end of turn Recovers 10% HP at the end of the character's attacking turn and all allies' Ki +2 while the Domain ""Earth Shrouded in Clouds"" is active Animations: Entry","Active Skill Darkness Blaster Condition: Can be activated when HP is 60% or less, or starting from the 4th turn from the start of battle (once only) Massively raises ATK temporarily and causes ultimate damage to enemy Animation: Ultimate Special",Raises ATK & DEF for 1 turn and causes immense damage with a great chance of stunning the enemy,,"Demonic Ways, Metamorphosis, Namekians, Big Bad Bosses, Thirst for Conquest, Nightmare, Fierce Battle","Namekians, Power of Wishes, Demonic Power, Movie Bosses, Space-Traveling Warriors, Dragon Ball Seekers, Terrifying Conquerors, Inhuman Deeds",[],
