State,Name,Subname,Stats 55% 100%,Leader Skill,Passive Name,Passive Skill,Active Skill,Super Attack (12 Ki) Name,Super Attack (12 Ki) Effect,Ultra Super Attack (18 Ki) Name,Ultra Super Attack (18 Ki) Effect,Links,Categories,Transformation Condition,Release Date,Ki Multiplier,Highest DMG Multiplier,LR 12 Ki DMG Multiplier
Base,Videl,Fearless Charge,"Base Max Lv 55% 100% | HP 2,715 8,962 10,962 13,562 | ATK 2,864 9,454 11,454 14,854 | DEF 1,355 4,474 6,474 9,474","""Dragon Ball Seekers"" or ""Earth-Bred Fighters"" Category Ki +3 and HP, ATK & DEF +130%",Dangerous Challenge?!,"ATK & DEF +200%, Plus an additional ATK & DEF +200% when performing a Super Attack, Randomly changes Ki Spheres of a certain Type (TEQ excluded) to TEQ Ki Spheres, Medium chance of evading enemy's attack (including Super Attack), ""Dragon Ball Seekers"" or ""Earth-Bred Fighters"" Category allies' Ki +2 and ATK & DEF +40%, plus an additional Ki +2 when the character is the 2nd to obtain Ki Spheres in a turn and an additional ATK & DEF +20% when the character is the 3rd to obtain Ki Spheres in a turn, Reduces damage received by 20% with each attack performed (up to 40%) as the 2nd attacker in a turn, Chance of evading enemy's attack (including Super Attack) +20% with each attack performed (up to 40%) as the 3rd attacker in a turn",,Moonsault Kick,"Raises ATK & DEF for 1 turn, causes supreme damage to enemy and greatly lowers ATK with a high chance of further greatly lowering ATK",,,"Infighter, Cold Judgment, Courage, Battlefield Diva, Champion's Strength, Money Money Money, Fierce Battle","Earthlings, Peppy Gals, Bond of Parent and Child, Movie Heroes, Earth-Bred Fighters, Dragon Ball Seekers, Defenders of Justice",,"Sep 13, 2024",140%,430%,
Base,Super Saiyan Gohan (Teen),All-Out Super Attack,"Base Max Lv 55% 100% | HP 5,829 19,238 21,238 24,238 | ATK 4,474 14,765 16,765 20,165 | DEF 2,893 9,550 11,550 14,150","""Kamehameha"" Category Ki +3 and HP, ATK & DEF +200%",Power to Protect Earth,"Ki +5 and ATK & DEF +200%, Plus an additional Ki +2, ATK +40% (up to 200%) and DEF +30% (up to 150%) with each attack performed, Plus an additional ATK +77% within the same turn with each Super Attack performed, Launches an additional attack that has a great chance of becoming a Super Attack when Ki is 18 or more, When Ki is 24, plus an additional ATK +58% and launches an additional Super Attack and if HP is 77% or more, attacks effective against all Types, When there is another ""Kamehameha"" or ""Earth-Bred Fighters"" Category ally attacking in the same turn, plus an additional Ki +2 and guards all attacks and if HP is 77% or less when receiving an attack, high chance of evading enemy's attack (including Super Attack)",,Masenko,Greatly raises ATK and raises DEF for 1 turn and causes colossal damage with a high chance of stunning the enemy,Super Explosive Wave,Greatly raises ATK and raises DEF for 1 turn and causes mega-colossal damage to enemy; raises Super Class allies' DEF by 50% for 1 turn,"Super Saiyan, Golden Warrior, Saiyan Warrior Race, All in the Family, Prepared for Battle, Fierce Battle, Legendary Power","Majin Buu Saga, Hybrid Saiyans, Goku's Family, Super Saiyans, Kamehameha, Full Power, Power of Wishes, Demonic Power, Bond of Parent and Child, Siblings' Bond, Movie Heroes, Earth-Bred Fighters, Saviors, Defenders of Justice","Can be activated when HP is 77% or less, or starting from the 3rd turn from the character's entry turn (once only)","Sep 13, 2024",200%,570%,425%
Transformation,Super Saiyan Gohan (Teen),All-Out Super Attack,"Base Max Lv 55% 100% | HP 5,829 19,238 21,238 24,238 | ATK 4,474 14,765 16,765 20,165 | DEF 2,893 9,550 11,550 14,150","""Kamehameha"" Category Ki +3 and HP, ATK & DEF +200%",Power of Wishes and Justice,"Unable to attack except when Finish Effect is activated, ATK +77% per Super Class ally attacking in the same turn and if all allies attacking in the same turn are Super Class, reduces damage received by 77%, DEF +50% when receiving an attack per Ki Sphere obtained, Guards all attacks, Plus an additional ATK +258% when Finish Effect is activated",,,,,,"Super Saiyan, Golden Warrior, Saiyan Warrior Race, Kamehameha, Prepared for Battle, Fierce Battle, Legendary Power","Majin Buu Saga, Hybrid Saiyans, Goku's Family, Super Saiyans, Kamehameha, Full Power, Power of Wishes, Demonic Power, Bond of Parent and Child, Siblings' Bond, Movie Heroes, Earth-Bred Fighters, Saviors, Defenders of Justice",,"Sep 13, 2024",200%,,
Base,Legendary Super Saiyan Broly,Super Warrior Who Destroys All,"Base Max Lv 55% 100% | HP 5,121 16,900 18,900 21,900 | ATK 4,500 14,850 16,850 19,850 | DEF 3,216 10,613 12,613 15,613","""Uncontrollable Power"", ""Revenge"" or ""Planetary Destruction"" Category Ki +3 and HP, ATK & DEF +170%, plus an additional HP, ATK & DEF +30% for characters who also belong to the ""Movie Bosses"", ""Transformation Boost"" or ""Pure Saiyans"" Category",Undying Devil,"Activates the Entrance Animation upon the character's entry (once only) and Extreme Class allies' DEF +40% for 4 turns from the character's entry turn, ATK & DEF +260% and reduces damage received by 60%, Plus an additional ATK +100% when attacking, Plus an additional Ki +2 and recovers 2% HP per Type Ki Sphere obtained, While the Domain ""Molten Lava of Natade Village"" is active, randomly changes Ki Spheres of a certain Type (INT & STR excluded) to STR Ki Spheres at start of character's attacking turn and guards all attacks, Attacks effective against all Types for the rest of battle when the character performs an attack while the Domain ""Molten Lava of Natade Village"" is active, Starting from the 5th turn from the character's entry turn, revives with 60% HP recovered when the character or an ally attacking in the same turn is KO'd (once only), Plus an additional DEF +60% when receiving an attack after the character's or an ally's Revival Skill is activated, Changes PHY Ki Spheres to INT Ki Spheres and ""Uncontrollable Power"" Category allies' ATK & DEF +60% at start of character's attacking turn starting from the turn in which the character's Revival Skill is activated","Active Skill Earth-Crushing Arm Condition: Can be activated when there is a ""Goku's Family"" Category enemy, or when all allies attacking in the same turn are ""Uncontrollable Power"" Category characters (once only) Massively raises ATK temporarily and causes ultimate damage to enemy; creates the Domain ""Molten Lava of Natade Village"" for 3 turns Animation: Ultimate Special",Savage Blaster,Massively raises ATK & DEF for 1 turn with a high chance of further raising DEF for 1 turn and causes colossal damage with a high chance of stunning the enemy,Gigantic Driver,Massively raises ATK & DEF for 1 turn with a high chance of further massively raising ATK for 1 turn and causes mega-colossal damage with a great chance of stunning the enemy,"Saiyan Warrior Race, Prepared for Battle, Shocking Speed, Super Saiyan, Berserker, Fierce Battle, Legendary Power","Pure Saiyans, Power Beyond Super Saiyan, Transformation Boost, Full Power, Uncontrollable Power, Powerful Comeback, Movie Bosses, Resurrected Warriors, Legendary Existence, Revenge, Target: Goku, Inhuman Deeds, Planetary Destruction, Exploding Rage",,"Sep 13, 2024",200%,425%,
Base,Super Saiyan Broly,Nightmarish Impact,"Base Max Lv 55% 100% | HP 6,087 20,088 22,088 24,688 | ATK 4,680 15,445 17,445 20,845 | DEF 2,507 8,275 10,275 13,275","""Resurrected Warriors"" Category Ki +4 and HP, ATK & DEF +150%; or Extreme TEQ Type Ki +4 and HP, ATK & DEF +100%",Devilish Chase,"Ki +3 and ATK & DEF +200%, Plus an additional ATK & DEF +120% when performing a Super Attack, Plus an additional ATK & DEF +120% when performing an Ultra Super Attack, Plus an additional ATK +50% when the target enemy is in ""ATK Down"" or ""DEF Down"" status, Plus an additional Ki +3 and launches an additional attack that has a high chance of becoming a Super Attack when facing only 1 enemy, Plus an additional Ki +5 and launches an additional Super Attack when facing 2 or more enemies, Transforms when conditions are met",,Bloody Smash,"Raises ATK for 1 turn, causes colossal damage to enemy and greatly lowers DEF",Eraser Cannon,"Greatly raises ATK, greatly raises DEF for 1 turn, causes mega-colossal damage to enemy and massively lowers DEF","Saiyan Warrior Race, The Saiyan Lineage, Berserker, Prepared for Battle, Super Saiyan, Fierce Battle, Legendary Power","Pure Saiyans, Super Saiyans, Power Beyond Super Saiyan, Transformation Boost, Full Power, Uncontrollable Power, Movie Bosses, Resurrected Warriors, Legendary Existence, Revenge, Target: Goku, Inhuman Deeds, Planetary Destruction, Exploding Rage",Transforms starting from the 4th turn from the start of battle,"Sep 10, 2024",200%,570%,450%
Transformation,Legendary Super Saiyan Broly,Nightmarish Impact,"Base Max Lv 55% 100% | HP 6,087 20,088 22,088 24,688 | ATK 4,680 15,445 17,445 20,845 | DEF 2,507 8,275 10,275 13,275","""Resurrected Warriors"" Category Ki +4 and HP, ATK & DEF +150%; or Extreme TEQ Type Ki +4 and HP, ATK & DEF +100%",Devilish Siege,"Ki +4 and ATK & DEF +220%, Plus an additional ATK & DEF +120% and launches an additional attack that has a high chance of becoming a Super Attack when performing a Super Attack, Chance of performing a critical hit +6% for Extreme Class allies for 2 turns, plus an additional ATK +166% and guards all attacks when performing an Ultra Super Attack, Plus an additional ATK +100% when the target enemy is in ""ATK Down"" or ""DEF Down"" status, Plus an additional Ki +4 and launches an additional attack that has a great chance of becoming a Super Attack when facing only 1 enemy, Plus an additional Ki +6 and launches an additional Super Attack when facing 2 or more enemies",Active Skill Kakarot Condition: Can be activated after Transformation (once only) Ki +24 and ATK +48% for 1 turn Animation: Play,Omega Blaster,"Raises ATK & DEF for 1 turn, causes colossal damage to enemy and greatly lowers DEF",Gigantic Meteor,"Greatly raises ATK & DEF for 1 turn, causes mega-colossal damage to enemy and massively lowers DEF","Saiyan Warrior Race, The Saiyan Lineage, Berserker, Prepared for Battle, Super Saiyan, Fierce Battle, Legendary Power","Pure Saiyans, Super Saiyans, Power Beyond Super Saiyan, Transformation Boost, Full Power, Uncontrollable Power, Movie Bosses, Resurrected Warriors, Legendary Existence, Revenge, Target: Goku, Inhuman Deeds, Planetary Destruction, Exploding Rage",,"May 23, 2019",200%,450%,
Base,Super Saiyan Trunks (Kid),Brilliant Plan to Conquer the Enemy,"Base Max Lv 55% 100% | HP 2,286 7,546 8,746 10,546 | ATK 2,366 7,810 9,010 10,810 | DEF 1,294 4,272 5,472 7,272","""Hybrid Saiyans"" Category Ki +3 and HP, ATK & DEF +50%",Innocent Provocation,"Ki +2 and ATK & DEF +140%, Plus an additional ATK +140% and launches an additional attack that has a high chance of becoming a Super Attack when there is another ""Hybrid Saiyans"" Category ally attacking in the same turn, ""Hybrid Saiyans"" Category allies' Ki +1 and ATK & DEF +25%, Ki +1 and ATK & DEF +25% for allies whose names include ""Gohan (Teen)"" or ""Goten (Kid)"" within the character's attacking turn for 4 turns from the character's entry turn, Plus an additional DEF +40% when receiving an attack, High chance of evading enemy's attack (including Super Attack), Plus an additional chance of evading enemy's attack (including Super Attack) +20% as the 1st attacker in a turn, Plus an additional ATK +140% temporarily and a temporary high chance of performing a critical hit upon the character's next attack after evading an attack (including Super Attack), Plus an additional chance of evading enemy's attack (including Super Attack) +20% (up to 20% within a turn) within the next attacking turn every time the character evades 5 or more attacks (including Super Attack) in battle","Active Skill Come Paddle My Bottom! Condition: Can be activated after the character evades 5 or more enemy attacks (including Super Attacks) in battle (once only) DEF +40% and directs enemy's attack towards the character for 1 turn; ""Hybrid Saiyans"" Category allies' Ki +4 for 1 turn Animation: Play",Burning Breaker,Greatly raises DEF for 3 turns and causes supreme damage to enemy; raises allies' DEF by 30% for 1 turn,,,"The Innocents, Golden Warrior, Super Saiyan, Budding Warrior, Prepared for Battle, Z Fighters, Shattering the Limit","Majin Buu Saga, Hybrid Saiyans, Vegeta's Family, Youth, Super Saiyans, Bond of Parent and Child, Bond of Friendship, Movie Heroes, Earth-Bred Fighters, Gifted Warriors, Dragon Ball Seekers",,"Sep 10, 2024",140%,430%,
Base,Videl,Indomitable Breakthrough,"Base Max Lv 55% 100% | HP 2,653 11,705 12,905 14,705 | ATK 2,171 9,579 10,779 12,819 | DEF 1,339 5,911 7,111 8,671","""Movie Heroes"" Category Ki +3 and HP, ATK & DEF +77%; or STR Type Ki +3 and HP, ATK & DEF +50%",Aggressive Daring,"Ki +1 (up to +3) and ATK & DEF +50% (up to 150%) per ""Movie Heroes"" Category ally on the team, Chance of evading enemy's attack (including Super Attack) +5% (up to 15%) per ""Movie Heroes"" Category ally on the team as the 1st attacker in a turn, Plus an additional ATK +120% when performing a Super Attack, High chance of evading enemy's attack (including Super Attack), Plus an additional DEF +120% for 5 turns after evading an attack (including Super Attack), Plus an additional DEF +50% and chance of evading enemy's attack (including Super Attack) +8% within the same turn with each attack evaded (including Super Attack), All allies' Ki +1 and ATK & DEF +30%, Plus an additional ATK & DEF +20% for all allies for 2 turns and launches an additional attack that has a high chance of becoming a Super Attack as the 1st attacker in a turn",,Moonsault Kick,"Greatly raises DEF for 1 turn, causes supreme damage to enemy and greatly lowers DEF",,,"Infighter, Cold Judgment, Courage, Battlefield Diva, Blazing Battle, Money Money Money, Shattering the Limit","Earthlings, Peppy Gals, Bond of Parent and Child, Movie Heroes, Earth-Bred Fighters, Dragon Ball Seekers, Defenders of Justice",,"Sep 10, 2024",140%,530%,
Base,Legendary Super Saiyan Broly,Instinctive Destruction,"Base Max Lv 55% 100% | HP 3,705 16,534 18,534 21,534 | ATK 3,573 15,945 17,945 20,945 | DEF 1,818 8,117 10,117 13,117","""Planetary Destruction"" or ""Movie Bosses"" Category Ki +3 and HP, ATK & DEF +170%",Fiendish Destruction,"Ki +3 and ATK & DEF +260%, Reduces damage received by 26% and chance of performing a critical hit +26%, Launches an additional attack that has a high chance of becoming a Super Attack, Plus an additional ATK & DEF +26% when attacking, Plus an additional Ki +3 and launches an additional attack that has a great chance of becoming a Super Attack, plus an additional damage reduction of 18% and chance of performing a critical hit +18% when attacking, if there is a ""Pure Saiyans"", ""Hybrid Saiyans"" or ""Movie Heroes"" Category enemy, Launches an additional Super Attack, plus an additional damage reduction of 15% and chance of performing a critical hit +15% when attacking, if there is an enemy whose name includes ""Goku"" (Captain Ginyu, Jr., etc. excluded)","Active Skill Berserker's Destructive Impulse Condition: Can be activated after performing 4 or more Super Attacks in battle (once only) Ki +6, ATK +60% and attacks effective against all Types for 1 turn Animation: Play",Gigantic Meteor,"Greatly raises ATK, raises DEF and causes immense damage to enemy",,,"Saiyan Warrior Race, Super Saiyan, The Saiyan Lineage, Berserker, Prepared for Battle, Hardened Grudge, Fierce Battle","Pure Saiyans, Power Beyond Super Saiyan, Full Power, Uncontrollable Power, Movie Bosses, Legendary Existence, Target: Goku, Inhuman Deeds, Planetary Destruction, Exploding Rage",,"Sep 3, 2024",150%,455%,
Base,Piccolo/Super Saiyan Vegeta,Resolve to Challenge Powerful Foes,"Base Max Lv 55% 100% | HP 2,902 9,578 11,578 14,978 | ATK 2,727 9,002 11,002 14,002 | DEF 1,433 4,731 6,731 9,331","""Worthy Rivals"" or ""Bond of Master and Disciple"" Category Ki +3 and HP, ATK & DEF +130%",Instictive Feeling,"Ki +3 and ATK & DEF +200%, Medium chance of evading enemy's attack (including Super Attack), Plus an additional ATK & DEF +150% when attacking, Super Class allies' ATK & DEF +30%, plus an additional Ki +2 and ATK & DEF +30% for characters who also belong to the ""All-Out Struggle"" or ""Movie Heroes"" Category, Foresees enemy's Super Attack for 2 turns from the character's entry turn and chance of evading enemy's attack (including Super Attack) +30% for 4 turns from the character's entry turn when there is another ""All-Out Struggle"" Category ally on the team, Recovers 30% HP at the end of turn, Exchanges with Super Saiyan Vegeta when conditions are met",,Super Magekisen,"Greatly raises ATK & DEF for 1 turn, causes supreme damage to enemy and lowers ATK & DEF",,,"Brainiacs, Prodigies, Experienced Fighters, Solid Support, Namekians, Gaze of Respect, Fierce Battle","Namekians, Fused Fighters, Powerful Comeback, Demonic Power, Worthy Rivals, Bond of Master and Disciple, Movie Heroes, Earth-Bred Fighters, Gifted Warriors, All-Out Struggle, Battle of Wits",Exchanges with Super Saiyan Vegeta starting from the 5th turn from the start of battle,"Aug 28, 2024",140%,430%,
Transformation,Super Saiyan Vegeta,Resolve to Challenge Powerful Foes,"Base Max Lv 55% 100% | HP 2,902 9,578 11,578 14,978 | ATK 2,727 9,002 11,002 14,002 | DEF 1,433 4,731 6,731 9,331","""Worthy Rivals"" or ""Bond of Master and Disciple"" Category Ki +3 and HP, ATK & DEF +130%",I Am Prince Vegeta!!!,"ATK +300% and performs a critical hit for 1 turn from the character's entry turn, Ki +3 and ATK & DEF +200%, Reduces damage received by 50%, Plus an additional ATK & DEF +150% when attacking, Launches an additional attack that has a high chance of becoming a Super Attack, Changes STR, AGL & TEQ Ki Spheres to PHY Ki Spheres (once only) plus an additional ATK +100% when attacking if there is another ""All-Out Struggle"" Category ally attacking in the same turn starting from the 6th turn from the start of battle",,Planet Burst,Greatly raises ATK & DEF for 1 turn and causes supreme damage to enemy with a medium chance of performing a critical hit for 1 turn,,,"Super Saiyan, Prodigies, Golden Warrior, Saiyan Warrior Race, Royal Lineage, Prepared for Battle, Fierce Battle","Namekians, Fused Fighters, Powerful Comeback, Demonic Power, Worthy Rivals, Bond of Master and Disciple, Movie Heroes, Earth-Bred Fighters, Gifted Warriors, All-Out Struggle, Battle of Wits",,"Aug 28, 2024",140%,430%,
Base,Paragus,Half a Lifetime for Revenge,"Base Max Lv 55% 100% | HP 2,487 8,209 9,409 10,969 | ATK 2,326 7,677 8,877 10,917 | DEF 1,244 4,106 5,306 7,106","""Pure Saiyans"" Category Ki +3 and HP, ATK & DEF +50%",Sinister Plot,"Activates the Entrance Animation (once only) and ATK & DEF +100% and launches an additional attack that has a high chance of becoming a Super Attack for 5 turns from the character's entry turn when there is an ally whose name includes ""Broly"" on the team upon the character's entry, Ki +3 and ATK & DEF +180%, Plus an additional ATK & DEF +100% when performing a Super Attack, ""Pure Saiyans"" Category allies' ATK, DEF & chance of performing a critical hit +25%, Ki +2 and ATK & DEF +25% for allies whose names include ""Broly"" and high chance of evading enemy's attack (including Super Attack), plus an additional chance of evading enemy's attack (including Super Attack) +20% as the 3rd attacker in a turn, within the character's attacking turn starting from the 6th turn from the character's entry turn",,Death Punisher,"Greatly raises ATK & DEF for 1 turn, causes supreme damage to enemy, lowers ATK and seals Super Attack",,,"Hardened Grudge, Saiyan Warrior Race, Thirst for Conquest, Coward, The Saiyan Lineage, Prepared for Battle, Shattering the Limit","Pure Saiyans, Revenge, Terrifying Conquerors, Inhuman Deeds",,"Aug 28, 2024",140%,430%,
Base,Broly,Universe-Devastating Combat Power,"Base Max Lv 55% 100% | HP 5,378 17,750 19,750 22,350 | ATK 4,628 15,275 17,275 20,675 | DEF 2,926 9,656 11,656 14,656","""Movie Bosses"" Category Ki +3 and HP, ATK & DEF +200%",Surge of Emotions,"Unable to attack, Activates the Entrance Animation upon the character's entry (once only) and for 1 turn from the character's entry turn, reduces damage received by 90% as the 1st attacker in a turn, reduces damage received by 70% and Extreme Class allies' chance of performing a critical hit +50% as the 2nd or 3rd attacker in a turn and Extreme Class allies' Ki +2 and ATK & DEF +60%, DEF +200%, Guards all attacks",Active Skill Transformation Condition: Can be activated upon entering attacking turn (once only) Transforms Animation: Play,,,,,"Saiyan Warrior Race, Prepared for Battle, Berserker, The Saiyan Lineage, Hardened Grudge, Fierce Battle, Legendary Power","Pure Saiyans, Power Beyond Super Saiyan, Transformation Boost, Full Power, Uncontrollable Power, Movie Bosses, Legendary Existence, Target: Goku, Inhuman Deeds, Planetary Destruction, Exploding Rage",Can be activated upon entering attacking turn (once only),"Aug 28, 2024",200%,,
Transformation,Legendary Super Saiyan Broly,Universe-Devastating Combat Power,"Base Max Lv 55% 100% | HP 5,378 17,750 19,750 22,350 | ATK 4,628 15,275 17,275 20,675 | DEF 2,926 9,656 11,656 14,656","""Movie Bosses"" Category Ki +3 and HP, ATK & DEF +200%",Outburst of Instinct,"Ki +3 and ATK & DEF +260%, Reduces damage received by 50% and for 3 turns from the character's entry turn, plus an additional damage reduction of 26%, Plus an additional ATK & DEF +150% when performing a Super Attack, Plus an additional Ki +1 (up to +5) and chance of performing a critical hit +10% (up to 50%) with each attack performed, Launches an additional attack that has a high chance of becoming a Super Attack within the same turn after receiving an attack, Plus an additional DEF +200% before attacking and guards all attacks as the 1st attacker in a turn, Launches an additional Super Attack as the 2nd or 3rd attacker in a turn, Plus an additional Ki +3 and chance of performing a critical hit +50% when there is a ""Pure Saiyans"" or ""Earth-Bred Fighters"" Category enemy, Disables the attacked enemy's action once within the turn when Ki is 24",Active Skill Saiyan Killer Instinct Condition: Can be activated starting from next attacking turn (once only) Ki +3 and ATK & DEF +26% in battle Animation: Play,Meteor Crush,Raises ATK & DEF for 1 turn and causes colossal damage to enemy,Blaster Meteor,Greatly raises ATK and causes mega-colossal damage to all enemies,"Saiyan Warrior Race, Prepared for Battle, Shocking Speed, Super Saiyan, Berserker, Fierce Battle, Legendary Power","Pure Saiyans, Power Beyond Super Saiyan, Transformation Boost, Full Power, Uncontrollable Power, Movie Bosses, Legendary Existence, Target: Goku, Inhuman Deeds, Planetary Destruction, Exploding Rage",,"Aug 28, 2024",200%,520%,425%
Base,Super Saiyan Goku & Super Saiyan Gohan (Youth) & Super Saiyan Trunks (Teen),Fierce Clash of Burning Power,"Base Max Lv 55% 100% | HP 5,636 18,600 20,600 24,000 | ATK 4,577 15,105 17,105 20,105 | DEF 2,861 9,444 11,444 14,044","""All-Out Struggle"", ""Super Saiyans"" or ""Power of Wishes"" Category Ki +3 and HP, ATK & DEF +170%, plus an additional HP, ATK & DEF +30% for characters who also belong to the ""Movie Heroes"" or ""Connected Hope"" Category",Fierce Clash!!!,"Ki +3 and ATK & DEF +200%, Randomly changes Ki Spheres of a certain Type (PHY excluded) to PHY Ki Spheres, Plus an additional Ki +2 per PHY Ki Sphere obtained, Plus an additional Ki +1 per Type Ki Sphere obtained (PHY excluded), All allies' Ki +3 and ATK +50% (self excluded), Reduces damage received by 30% temporarily when receiving a Super Attack, Plus an additional DEF +30% when receiving an attack for every 3 Ki, Plus an additional ATK +150% when Ki is 12 or more, Launches 2 additional attacks, each of which has a high chance of becoming a Super Attack, when Ki is 18 or more, Attacks effective against all Types when Ki is 24, If there is another ""Movie Heroes"" or ""All-Out Struggle"" Category ally attacking in the same turn, plus an additional damage reduction of 15% and, for 2 turns, all allies' DEF +77%",,Raging Waltz,"Raises ATK for 1 turn, causes colossal damage to enemy and lowers ATK & DEF",Triple Ki Wave,Greatly raises ATK & DEF for 3 turns and causes mega-colossal damage to enemy; raises Super Class allies' ATK & DEF by 30% for 1 turn,"Super Saiyan, Golden Warrior, Saiyan Warrior Race, Z Fighters, Prepared for Battle, Fierce Battle, Legendary Power","Super Saiyans, Kamehameha, Power of Wishes, Joined Forces, Movie Heroes, Earth-Bred Fighters, Connected Hope, Entrusted Will, All-Out Struggle","Can be activated when HP is 77% or less, or starting from the 5th turn from the start of battle (once only)","Aug 28, 2024",200%,540%,425%
Transformation,Super Saiyan Goku,Fierce Clash of Burning Power,"Base Max Lv 55% 100% | HP 5,636 18,600 20,600 24,000 | ATK 4,577 15,105 17,105 20,105 | DEF 2,861 9,444 11,444 14,044","""All-Out Struggle"", ""Super Saiyans"" or ""Power of Wishes"" Category Ki +3 and HP, ATK & DEF +170%, plus an additional HP, ATK & DEF +30% for characters who also belong to the ""Movie Heroes"" or ""Connected Hope"" Category",Let's Join Forces!!!,"Unable to attack except when Finish Effect is activated, Ki +3, ATK & DEF +259% and guards all attacks, Changes INT Ki Spheres to PHY Ki Spheres, Plus an additional Ki +2 per PHY Ki Sphere obtained, Plus an additional Ki +1 per non-PHY Ki Sphere obtained, Plus an additional DEF +30% when receiving an attack for every 3 Ki and if Ki is 24 when receiving an attack, reduces damage received by 59%, Plus an additional DEF +20% per Ki Sphere obtained and all allies' DEF +7% for 2 turns per PHY Ki Sphere obtained, Plus an additional ATK +100% when Finish Effect is activated",,None,None,,,"Super Saiyan, Golden Warrior, Saiyan Warrior Race, Z Fighters, Prepared for Battle, Fierce Battle, Legendary Power","Super Saiyans, Kamehameha, Power of Wishes, Joined Forces, Movie Heroes, Earth-Bred Fighters, Connected Hope, Entrusted Will, All-Out Struggle",,"Aug 28, 2024",200%,130%,
Base,Team Turles,Destroyers of the Universe,"Base Max Lv 55% 100% | HP 5,453 18,175 20,175 23,175 | ATK 4,569 15,230 17,230 20,630 | DEF 2,738 9,125 11,125 13,725","""Terrifying Conquerors"" Category Ki +4 and HP, ATK & DEF +150%; or Extreme STR Type Ki +4 and HP, ATK & DEF +100%",Super Combat Group,"ATK & DEF +180%, Ki +1 (up to +5) plus an additional ATK +10% (up to 50%) and reduces damage received by 10% (up to 50%) per ""Terrifying Conquerors"" or ""Planetary Destruction"" Category ally on the team (depending on which Category has more members), Plus an additional ATK & DEF +100% when performing a Super Attack and if there is an ""Earth-Bred Fighters"" Category enemy, plus an additional ATK +50%, ""Terrifying Conquerors"" or ""Planetary Destruction"" Category allies' Ki +3 and ATK & DEF +50%, Plus an additional Ki +6 and attacks effective against all Types when the target enemy is in ""ATK Down"" status or stunned, Attacks effective against all Types when Ki is 20 or more, All attacks become critical hits and launches an additional Super Attack when Ki is 24","Active Skill Fruit of the Tree of Might Condition: Can be activated when HP is 60% or less, or starting from the 8th turn from the start of battle (up to 2 times) Ki +24 for 1 turn Animation: Play",Calamity Blaster,Raises ATK & DEF for 1 turn and causes colossal damage with a high chance of stunning the enemy,Crushing Massacre,Greatly raises ATK & DEF for 1 turn and causes mega-colossal damage with a great chance of stunning the enemy,"Brutal Beatdown, Prepared for Battle, Big Bad Bosses, Thirst for Conquest, Destroyer of the Universe, Fierce Battle, Legendary Power","Final Trump Card, Joined Forces, Movie Bosses, Space-Traveling Warriors, Terrifying Conquerors, Planetary Destruction",,"Aug 23, 2024",200%,450%,
Base,Devilman,Terrifying Demonic Strength,"Base Max Lv 55% 100% | HP 2,437 8,043 9,243 11,043 | ATK 2,386 7,876 9,076 11,116 | DEF 1,193 3,940 5,140 6,700","""Tournament Participants"" Category Ki +3 and HP, ATK & DEF +50%",Devil's Trump Card,"Ki +2 and DEF +200%, ATK +200% starting from the 4th turn from the character's entry turn, Plus an additional DEF +50% when attacking and within the same turn, high chance of evading enemy's attack (including Super Attack), Plus an additional ATK & DEF +200% and launches an additional attack that has a high chance of becoming a Super Attack when there are another 4 or more ""DB Saga"" Category allies on the team, Great chance of performing a critical hit when attacking Extreme Class enemies, Starting from the 6th turn from the start of battle, high chance of an additional ATK +66% when attacking and if HP is 66% or more when attacking, very rare chance of an additional ATK +666%",Active Skill Devilmite Beam Condition: Can be activated when HP is 66% or more starting from the 6th turn from the start of battle (once only) Greatly raises ATK temporarily and causes ultimate damage to enemy Animation: Ultimate Special,Demon Fork Rush,Raises ATK & DEF for 4 turns and causes supreme damage to enemy,,,"Demonic Power, World Tournament Champion, Fortuneteller Baba’s Fighter, The Incredible Adventure, Guidance of the Dragon Balls, Shattering the Limit","DB Saga, Earthlings, Demonic Power, World Tournament, Tournament Participants",,"Aug 21, 2024",135%,430%,
